State;Filed week ended;Initial Claims;Reflecting Week Ended;Continued Claims;Covered Employment;Insured Unemployment Rate
Colorado;02/09/2019;2,210;02/02/2019;23,442;2,588,607;0.91
Colorado;02/16/2019;1,813;02/09/2019;22,326;2,588,607;0.86
Colorado;02/23/2019;1,925;02/16/2019;23,469;2,588,607;0.91
Colorado;03/02/2019;1,719;02/23/2019;22,043;2,588,607;0.85
Colorado;03/09/2019;1,891;03/02/2019;23,142;2,588,607;0.89
Colorado;03/16/2019;1,506;03/09/2019;21,189;2,588,607;0.82
Colorado;03/23/2019;1,550;03/16/2019;22,886;2,588,607;0.88
Colorado;03/30/2019;1,483;03/23/2019;20,354;2,588,607;0.79
Colorado;04/06/2019;1,903;03/30/2019;20,735;2,588,607;0.80
Colorado;04/13/2019;2,037;04/06/2019;18,236;2,605,045;0.70
Colorado;04/20/2019;1,989;04/13/2019;19,035;2,605,045;0.73
Colorado;04/27/2019;1,945;04/20/2019;18,239;2,605,045;0.70
Colorado;05/04/2019;1,813;04/27/2019;18,717;2,605,045;0.72
Colorado;05/11/2019;1,765;05/04/2019;18,094;2,605,045;0.69
Colorado;05/18/2019;1,617;05/11/2019;18,533;2,605,045;0.71
Colorado;05/25/2019;1,880;05/18/2019;18,166;2,605,045;0.70
Colorado;06/01/2019;1,613;05/25/2019;17,684;2,605,045;0.68
Colorado;06/08/2019;1,978;06/01/2019;18,061;2,605,045;0.69
Colorado;06/15/2019;1,517;06/08/2019;17,158;2,605,045;0.66
Colorado;06/22/2019;1,537;06/15/2019;18,078;2,605,045;0.69
Colorado;06/29/2019;1,355;06/22/2019;16,960;2,605,045;0.65
Colorado;07/06/2019;1,450;06/29/2019;17,305;2,605,045;0.66
Colorado;07/13/2019;1,809;07/06/2019;16,974;2,620,560;0.65
Colorado;07/20/2019;1,506;07/13/2019;17,249;2,620,560;0.66
Colorado;07/27/2019;1,460;07/20/2019;16,994;2,620,560;0.65
Colorado;08/03/2019;1,512;07/27/2019;17,233;2,620,560;0.66
Colorado;08/10/2019;1,542;08/03/2019;16,862;2,620,560;0.64
Colorado;08/17/2019;1,471;08/10/2019;16,765;2,620,560;0.64
Colorado;08/24/2019;1,486;08/17/2019;16,298;2,620,560;0.62
Colorado;08/31/2019;1,510;08/24/2019;15,947;2,620,560;0.61
Colorado;09/07/2019;1,465;08/31/2019;15,460;2,620,560;0.59
Colorado;09/14/2019;1,467;09/07/2019;15,597;2,620,560;0.60
Colorado;09/21/2019;1,418;09/14/2019;15,379;2,620,560;0.59
Colorado;09/28/2019;1,429;09/21/2019;15,283;2,620,560;0.58
Colorado;10/05/2019;1,967;09/28/2019;15,426;2,620,560;0.59
Colorado;10/12/2019;2,002;10/05/2019;14,966;2,635,231;0.57
Colorado;10/19/2019;1,879;10/12/2019;15,647;2,635,231;0.59
Colorado;10/26/2019;1,849;10/19/2019;16,182;2,635,231;0.61
Colorado;11/02/2019;3,112;10/26/2019;16,374;2,635,231;0.62
Colorado;11/09/2019;2,318;11/02/2019;16,845;2,635,231;0.64
Colorado;11/16/2019;2,141;11/09/2019;17,887;2,635,231;0.68
Colorado;11/23/2019;2,302;11/16/2019;17,971;2,635,231;0.68
Colorado;11/30/2019;1,910;11/23/2019;17,224;2,635,231;0.65
Colorado;12/07/2019;3,162;11/30/2019;19,664;2,635,231;0.75
Colorado;12/14/2019;2,279;12/07/2019;19,433;2,635,231;0.74
Colorado;12/21/2019;2,360;12/14/2019;19,837;2,635,231;0.75
Colorado;12/28/2019;1,723;12/21/2019;18,779;2,635,231;0.71
Colorado;01/04/2020;2,431;12/28/2019;21,391;2,635,231;0.81
Colorado;01/11/2020;3,001;01/04/2020;21,492;2,650,335;0.81
Colorado;01/18/2020;2,522;01/11/2020;21,104;2,650,335;0.80
Colorado;01/25/2020;2,164;01/18/2020;22,738;2,650,335;0.86
Colorado;02/01/2020;2,049;01/25/2020;21,560;2,650,335;0.81
Colorado;02/08/2020;2,482;02/01/2020;22,881;2,650,335;0.86
Colorado;02/15/2020;2,209;02/08/2020;22,076;2,650,335;0.83
Colorado;02/22/2020;1,862;02/15/2020;23,694;2,650,335;0.89
Colorado;02/29/2020;1,681;02/22/2020;22,409;2,650,335;0.85
Colorado;03/07/2020;1,865;02/29/2020;22,908;2,650,335;0.86
Colorado;03/14/2020;2,321;03/07/2020;21,260;2,650,335;0.80
Colorado;03/21/2020;19,774;03/14/2020;21,309;2,650,335;0.80
Colorado;03/28/2020;61,838;03/21/2020;21,956;2,650,335;0.83
Colorado;04/04/2020;46,326;03/28/2020;73,584;2,650,335;2.78
Colorado;04/11/2020;104,572;04/04/2020;166,593;2,666,358;6.25
Colorado;04/18/2020;67,639;04/11/2020;171,434;2,666,358;6.43
Colorado;04/25/2020;38,662;04/18/2020;228,713;2,666,358;8.58
Colorado;05/02/2020;28,360;04/25/2020;228,683;2,666,358;8.58
Colorado;05/09/2020;22,732;05/02/2020;261,951;2,666,358;9.82
Colorado;05/16/2020;18,054;05/09/2020;246,507;2,666,358;9.25
Colorado;05/23/2020;15,719;05/16/2020;265,499;2,666,358;9.96
Colorado;05/30/2020;12,519;05/23/2020;244,600;2,666,358;9.17
Colorado;06/06/2020;13,098;05/30/2020;263,810;2,666,358;9.89
Colorado;06/13/2020;10,382;06/06/2020;242,785;2,666,358;9.11
Connecticut;01/05/2019;8,684;12/29/2018;47,573;1,651,735;2.88
Connecticut;01/12/2019;5,598;01/05/2019;43,943;1,652,078;2.66
Connecticut;01/19/2019;3,652;01/12/2019;41,626;1,652,078;2.52
Connecticut;01/26/2019;3,140;01/19/2019;41,248;1,652,078;2.50
Connecticut;02/02/2019;2,906;01/26/2019;41,734;1,652,078;2.53
Connecticut;02/09/2019;2,918;02/02/2019;41,616;1,652,078;2.52
Connecticut;02/16/2019;2,296;02/09/2019;40,134;1,652,078;2.43
Connecticut;02/23/2019;3,239;02/16/2019;42,137;1,652,078;2.55
Connecticut;03/02/2019;2,487;02/23/2019;42,912;1,652,078;2.60
Connecticut;03/09/2019;2,703;03/02/2019;41,203;1,652,078;2.49
Connecticut;03/16/2019;2,821;03/09/2019;41,068;1,652,078;2.49
Connecticut;03/23/2019;2,508;03/16/2019;41,127;1,652,078;2.49
Connecticut;03/30/2019;1,962;03/23/2019;39,190;1,652,078;2.37
Connecticut;04/06/2019;2,329;03/30/2019;36,092;1,652,078;2.18
Connecticut;04/13/2019;3,454;04/06/2019;33,500;1,653,688;2.03
Connecticut;04/20/2019;7,462;04/13/2019;34,116;1,653,688;2.06
Connecticut;04/27/2019;5,685;04/20/2019;39,410;1,653,688;2.38
Connecticut;05/04/2019;2,477;04/27/2019;30,858;1,653,688;1.87
Connecticut;05/11/2019;2,150;05/04/2019;28,954;1,653,688;1.75
Connecticut;05/18/2019;2,582;05/11/2019;28,585;1,653,688;1.73
Connecticut;05/25/2019;2,692;05/18/2019;28,460;1,653,688;1.72
Connecticut;06/01/2019;2,124;05/25/2019;28,471;1,653,688;1.72
Connecticut;06/08/2019;2,517;06/01/2019;28,844;1,653,688;1.74
Connecticut;06/15/2019;3,080;06/08/2019;28,474;1,653,688;1.72
Connecticut;06/22/2019;6,799;06/15/2019;29,791;1,653,688;1.80
Connecticut;06/29/2019;5,107;06/22/2019;35,091;1,653,688;2.12
Connecticut;07/06/2019;3,551;06/29/2019;35,681;1,653,688;2.16
Connecticut;07/13/2019;3,255;07/06/2019;36,920;1,655,693;2.23
Connecticut;07/20/2019;2,603;07/13/2019;35,937;1,655,693;2.17
Connecticut;07/27/2019;2,189;07/20/2019;35,703;1,655,693;2.16
Connecticut;08/03/2019;2,662;07/27/2019;35,284;1,655,693;2.13
Connecticut;08/10/2019;3,063;08/03/2019;35,413;1,655,693;2.14
Connecticut;08/17/2019;2,712;08/10/2019;36,063;1,655,693;2.18
Connecticut;08/24/2019;2,523;08/17/2019;36,200;1,655,693;2.19
Connecticut;08/31/2019;2,206;08/24/2019;35,463;1,655,693;2.14
Connecticut;09/07/2019;2,147;08/31/2019;30,219;1,655,693;1.83
Connecticut;09/14/2019;2,497;09/07/2019;26,822;1,655,693;1.62
Connecticut;09/21/2019;2,248;09/14/2019;26,123;1,655,693;1.58
Connecticut;09/28/2019;2,030;09/21/2019;25,657;1,655,693;1.55
Connecticut;10/05/2019;2,308;09/28/2019;25,387;1,655,693;1.53
Connecticut;10/12/2019;2,531;10/05/2019;25,169;1,655,540;1.52
Connecticut;10/19/2019;2,237;10/12/2019;25,285;1,655,540;1.53
Connecticut;10/26/2019;2,285;10/19/2019;25,664;1,655,540;1.55
Connecticut;11/02/2019;2,524;10/26/2019;25,411;1,655,540;1.53
Connecticut;11/09/2019;2,859;11/02/2019;25,872;1,655,540;1.56
Connecticut;11/16/2019;2,630;11/09/2019;26,231;1,655,540;1.58
Connecticut;11/23/2019;3,152;11/16/2019;27,060;1,655,540;1.63
Connecticut;11/30/2019;3,469;11/23/2019;27,542;1,655,540;1.66
Connecticut;12/07/2019;4,291;11/30/2019;30,183;1,655,540;1.82
Connecticut;12/14/2019;4,343;12/07/2019;31,040;1,655,540;1.87
Connecticut;12/21/2019;5,058;12/14/2019;33,146;1,655,540;2.00
Connecticut;12/28/2019;4,684;12/21/2019;36,677;1,655,540;2.22
Connecticut;01/04/2020;7,852;12/28/2019;46,562;1,655,540;2.81
Connecticut;01/11/2020;5,986;01/04/2020;47,540;1,654,391;2.87
Connecticut;01/18/2020;3,776;01/11/2020;42,483;1,654,391;2.57
Connecticut;01/25/2020;2,949;01/18/2020;41,760;1,654,391;2.52
Connecticut;02/01/2020;2,994;01/25/2020;41,725;1,654,391;2.52
Connecticut;02/08/2020;2,944;02/01/2020;41,633;1,654,391;2.52
Connecticut;02/15/2020;2,520;02/08/2020;39,384;1,654,391;2.38
Connecticut;02/22/2020;2,435;02/15/2020;41,691;1,654,391;2.52
Connecticut;02/29/2020;2,843;02/22/2020;42,168;1,654,391;2.55
Connecticut;03/07/2020;2,527;02/29/2020;40,638;1,654,391;2.46
Connecticut;03/14/2020;3,440;03/07/2020;39,786;1,654,391;2.40
Connecticut;03/21/2020;25,100;03/14/2020;44,194;1,654,391;2.67
Connecticut;03/28/2020;33,227;03/21/2020;80,861;1,654,391;4.89
Connecticut;04/04/2020;33,464;03/28/2020;147,939;1,654,391;8.94
Connecticut;04/11/2020;34,050;04/04/2020;189,196;1,653,302;11.44
Connecticut;04/18/2020;102,808;04/11/2020;306,047;1,653,302;18.51
Connecticut;04/25/2020;33,041;04/18/2020;309,111;1,653,302;18.70
Connecticut;05/02/2020;36,138;04/25/2020;297,549;1,653,302;18.00
Connecticut;05/09/2020;30,046;05/02/2020;319,529;1,653,302;19.33
Connecticut;05/16/2020;25,960;05/09/2020;297,088;1,653,302;17.97
Connecticut;05/23/2020;16,603;05/16/2020;272,695;1,653,302;16.49
Connecticut;05/30/2020;14,208;05/23/2020;248,663;1,653,302;15.04
Connecticut;06/06/2020;15,366;05/30/2020;269,117;1,653,302;16.28
Connecticut;06/13/2020;11,852;06/06/2020;260,518;1,653,302;15.76
Delaware;01/05/2019;991;12/29/2018;7,142;436,213;1.64
Delaware;01/12/2019;1,064;01/05/2019;6,507;437,143;1.49
Delaware;01/19/2019;891;01/12/2019;6,114;437,143;1.40
Delaware;01/26/2019;677;01/19/2019;6,209;437,143;1.42
Delaware;02/02/2019;728;01/26/2019;7,157;437,143;1.64
Delaware;02/09/2019;584;02/02/2019;6,430;437,143;1.47
Delaware;02/16/2019;544;02/09/2019;6,278;437,143;1.44
Delaware;02/23/2019;494;02/16/2019;6,232;437,143;1.43
Delaware;03/02/2019;521;02/23/2019;7,259;437,143;1.66
Delaware;03/09/2019;513;03/02/2019;5,961;437,143;1.36
Delaware;03/16/2019;460;03/09/2019;5,735;437,143;1.31
Delaware;03/23/2019;460;03/16/2019;5,403;437,143;1.24
Delaware;03/30/2019;425;03/23/2019;5,949;437,143;1.36
Delaware;04/06/2019;470;03/30/2019;4,815;437,143;1.10
Delaware;04/13/2019;482;04/06/2019;4,520;438,948;1.03
Delaware;04/20/2019;353;04/13/2019;4,270;438,948;0.97
Delaware;04/27/2019;1,135;04/20/2019;4,120;438,948;0.94
Delaware;05/04/2019;489;04/27/2019;5,327;438,948;1.21
Delaware;05/11/2019;566;05/04/2019;3,832;438,948;0.87
Delaware;05/18/2019;427;05/11/2019;3,873;438,948;0.88
Delaware;05/25/2019;397;05/18/2019;3,849;438,948;0.88
Delaware;06/01/2019;390;05/25/2019;4,491;438,948;1.02
Delaware;06/08/2019;670;06/01/2019;3,816;438,948;0.87
Delaware;06/15/2019;1,112;06/08/2019;3,991;438,948;0.91
Delaware;06/22/2019;886;06/15/2019;4,714;438,948;1.07
Delaware;06/29/2019;650;06/22/2019;5,647;438,948;1.29
Delaware;07/06/2019;529;06/29/2019;4,973;438,948;1.13
Delaware;07/13/2019;665;07/06/2019;5,213;440,192;1.18
Delaware;07/20/2019;532;07/13/2019;5,260;440,192;1.19
Delaware;07/27/2019;491;07/20/2019;5,224;440,192;1.19
Delaware;08/03/2019;459;07/27/2019;5,595;440,192;1.27
Delaware;08/10/2019;481;08/03/2019;5,253;440,192;1.19
Delaware;08/17/2019;467;08/10/2019;5,272;440,192;1.20
Delaware;08/24/2019;435;08/17/2019;5,239;440,192;1.19
Delaware;08/31/2019;445;08/24/2019;5,640;440,192;1.28
Delaware;09/07/2019;427;08/31/2019;4,271;440,192;0.97
Delaware;09/14/2019;460;09/07/2019;3,834;440,192;0.87
Delaware;09/21/2019;438;09/14/2019;3,734;440,192;0.85
Delaware;09/28/2019;491;09/21/2019;3,714;440,192;0.84
Delaware;10/05/2019;460;09/28/2019;3,991;440,192;0.91
Delaware;10/12/2019;550;10/05/2019;3,724;441,663;0.84
Delaware;10/19/2019;525;10/12/2019;3,783;441,663;0.86
Delaware;10/26/2019;567;10/19/2019;3,911;441,663;0.89
Delaware;11/02/2019;560;10/26/2019;4,269;441,663;0.97
Delaware;11/09/2019;627;11/02/2019;4,081;441,663;0.92
Delaware;11/16/2019;612;11/09/2019;4,096;441,663;0.93
Delaware;11/23/2019;594;11/16/2019;4,362;441,663;0.99
Delaware;11/30/2019;673;11/23/2019;4,790;441,663;1.08
Delaware;12/07/2019;1,099;11/30/2019;5,148;441,663;1.17
Delaware;12/14/2019;765;12/07/2019;4,549;441,663;1.03
Delaware;12/21/2019;902;12/14/2019;4,836;441,663;1.09
Delaware;12/28/2019;1,439;12/21/2019;4,956;441,663;1.12
Delaware;01/04/2020;875;12/28/2019;6,881;441,663;1.56
Delaware;01/11/2020;1,107;01/04/2020;7,083;443,288;1.60
Delaware;01/18/2020;830;01/11/2020;5,967;443,288;1.35
Delaware;01/25/2020;674;01/18/2020;5,703;443,288;1.29
Delaware;02/01/2020;622;01/25/2020;6,830;443,288;1.54
Delaware;02/08/2020;608;02/01/2020;5,888;443,288;1.33
Delaware;02/15/2020;610;02/08/2020;5,917;443,288;1.33
Delaware;02/22/2020;632;02/15/2020;5,921;443,288;1.34
Delaware;02/29/2020;524;02/22/2020;6,742;443,288;1.52
Delaware;03/07/2020;518;02/29/2020;5,480;443,288;1.24
Delaware;03/14/2020;472;03/07/2020;5,310;443,288;1.20
Delaware;03/21/2020;10,776;03/14/2020;5,297;443,288;1.19
Delaware;03/28/2020;19,137;03/21/2020;11,506;443,288;2.60
Delaware;04/04/2020;18,851;03/28/2020;19,442;443,288;4.39
Delaware;04/11/2020;13,258;04/04/2020;29,577;445,741;6.64
Delaware;04/18/2020;9,446;04/11/2020;38,451;445,741;8.63
Delaware;04/25/2020;7,947;04/18/2020;44,977;445,741;10.09
Delaware;05/02/2020;6,297;04/25/2020;52,501;445,741;11.78
Delaware;05/09/2020;5,197;05/02/2020;50,205;445,741;11.26
Delaware;05/16/2020;5,554;05/09/2020;51,010;445,741;11.44
Delaware;05/23/2020;4,651;05/16/2020;50,780;445,741;11.39
Delaware;05/30/2020;3,052;05/23/2020;55,172;445,741;12.38
Delaware;06/06/2020;3,037;05/30/2020;49,659;445,741;11.14
Delaware;06/13/2020;2,516;06/06/2020;47,115;445,741;10.57
District of Columbia;01/05/2019;1,190;12/29/2018;8,150;567,976;1.43
District of Columbia;01/12/2019;1,964;01/05/2019;8,619;570,675;1.51
District of Columbia;01/19/2019;1,193;01/12/2019;9,764;570,675;1.71
District of Columbia;01/26/2019;904;01/19/2019;10,057;570,675;1.76
District of Columbia;02/02/2019;597;01/26/2019;9,836;570,675;1.72
District of Columbia;02/09/2019;509;02/02/2019;8,650;570,675;1.52
District of Columbia;02/16/2019;436;02/09/2019;8,126;570,675;1.42
District of Columbia;02/23/2019;376;02/16/2019;7,816;570,675;1.37
District of Columbia;03/02/2019;399;02/23/2019;7,778;570,675;1.36
District of Columbia;03/09/2019;406;03/02/2019;7,429;570,675;1.30
District of Columbia;03/16/2019;430;03/09/2019;7,259;570,675;1.27
District of Columbia;03/23/2019;388;03/16/2019;7,237;570,675;1.27
District of Columbia;03/30/2019;379;03/23/2019;7,017;570,675;1.23
District of Columbia;04/06/2019;439;03/30/2019;6,753;570,675;1.18
District of Columbia;04/13/2019;419;04/06/2019;6,715;572,997;1.17
District of Columbia;04/20/2019;409;04/13/2019;6,625;572,997;1.16
District of Columbia;04/27/2019;393;04/20/2019;6,643;572,997;1.16
District of Columbia;05/04/2019;424;04/27/2019;6,570;572,997;1.15
District of Columbia;05/11/2019;396;05/04/2019;6,306;572,997;1.10
District of Columbia;05/18/2019;500;05/11/2019;6,316;572,997;1.10
District of Columbia;05/25/2019;452;05/18/2019;6,228;572,997;1.09
District of Columbia;06/01/2019;410;05/25/2019;6,299;572,997;1.10
District of Columbia;06/08/2019;456;06/01/2019;6,413;572,997;1.12
District of Columbia;06/15/2019;473;06/08/2019;6,401;572,997;1.12
District of Columbia;06/22/2019;787;06/15/2019;6,405;572,997;1.12
District of Columbia;06/29/2019;591;06/22/2019;6,840;572,997;1.19
District of Columbia;07/06/2019;501;06/29/2019;6,890;572,997;1.20
District of Columbia;07/13/2019;570;07/06/2019;7,186;575,588;1.25
District of Columbia;07/20/2019;528;07/13/2019;7,197;575,588;1.25
District of Columbia;07/27/2019;491;07/20/2019;7,142;575,588;1.24
District of Columbia;08/03/2019;527;07/27/2019;7,283;575,588;1.27
District of Columbia;08/10/2019;480;08/03/2019;7,273;575,588;1.26
District of Columbia;08/17/2019;461;08/10/2019;7,391;575,588;1.28
District of Columbia;08/24/2019;440;08/17/2019;7,236;575,588;1.26
District of Columbia;08/31/2019;391;08/24/2019;7,141;575,588;1.24
District of Columbia;09/07/2019;381;08/31/2019;6,731;575,588;1.17
District of Columbia;09/14/2019;433;09/07/2019;6,725;575,588;1.17
District of Columbia;09/21/2019;407;09/14/2019;6,444;575,588;1.12
District of Columbia;09/28/2019;397;09/21/2019;6,359;575,588;1.10
District of Columbia;10/05/2019;480;09/28/2019;6,323;575,588;1.10
District of Columbia;10/12/2019;480;10/05/2019;6,246;576,878;1.08
District of Columbia;10/19/2019;434;10/12/2019;6,275;576,878;1.09
District of Columbia;10/26/2019;420;10/19/2019;6,264;576,878;1.09
District of Columbia;11/02/2019;470;10/26/2019;6,285;576,878;1.09
District of Columbia;11/09/2019;570;11/02/2019;6,345;576,878;1.10
District of Columbia;11/16/2019;513;11/09/2019;6,423;576,878;1.11
District of Columbia;11/23/2019;561;11/16/2019;6,509;576,878;1.13
District of Columbia;11/30/2019;387;11/23/2019;6,550;576,878;1.14
District of Columbia;12/07/2019;635;11/30/2019;6,883;576,878;1.19
District of Columbia;12/14/2019;562;12/07/2019;6,889;576,878;1.19
District of Columbia;12/21/2019;598;12/14/2019;6,936;576,878;1.20
District of Columbia;12/28/2019;366;12/21/2019;7,026;576,878;1.22
District of Columbia;01/04/2020;481;12/28/2019;7,198;576,878;1.25
District of Columbia;01/11/2020;706;01/04/2020;7,102;578,035;1.23
District of Columbia;01/18/2020;594;01/11/2020;7,271;578,035;1.26
District of Columbia;01/25/2020;534;01/18/2020;7,149;578,035;1.24
District of Columbia;02/01/2020;539;01/25/2020;7,139;578,035;1.24
District of Columbia;02/08/2020;508;02/01/2020;7,156;578,035;1.24
District of Columbia;02/15/2020;473;02/08/2020;7,079;578,035;1.22
District of Columbia;02/22/2020;422;02/15/2020;7,003;578,035;1.21
District of Columbia;02/29/2020;452;02/22/2020;7,020;578,035;1.21
District of Columbia;03/07/2020;471;02/29/2020;6,792;578,035;1.18
District of Columbia;03/14/2020;1,213;03/07/2020;6,746;578,035;1.17
District of Columbia;03/21/2020;14,462;03/14/2020;7,378;578,035;1.28
District of Columbia;03/28/2020;15,869;03/21/2020;17,661;578,035;3.06
District of Columbia;04/04/2020;15,329;03/28/2020;31,385;578,035;5.43
District of Columbia;04/11/2020;9,974;04/04/2020;42,224;579,419;7.29
District of Columbia;04/18/2020;8,639;04/11/2020;47,465;579,419;8.19
District of Columbia;04/25/2020;8,708;04/18/2020;52,534;579,419;9.07
District of Columbia;05/02/2020;8,113;04/25/2020;58,634;579,419;10.12
District of Columbia;05/09/2020;5,782;05/02/2020;65,298;579,419;11.27
District of Columbia;05/16/2020;5,196;05/09/2020;68,844;579,419;11.88
District of Columbia;05/23/2020;5,135;05/16/2020;70,103;579,419;12.10
District of Columbia;05/30/2020;3,559;05/23/2020;70,671;579,419;12.20
District of Columbia;06/06/2020;3,385;05/30/2020;72,023;579,419;12.43
District of Columbia;06/13/2020;3,065;06/06/2020;72,934;579,419;12.59
Florida;01/05/2019;7,343;12/29/2018;37,091;8,401,478;0.44
Florida;01/12/2019;10,113;01/05/2019;39,523;8,445,378;0.47
Florida;01/19/2019;9,152;01/12/2019;38,589;8,445,378;0.46
Florida;01/26/2019;8,226;01/19/2019;39,817;8,445,378;0.47
Florida;02/02/2019;7,510;01/26/2019;37,502;8,445,378;0.44
Florida;02/09/2019;7,049;02/02/2019;38,218;8,445,378;0.45
Florida;02/16/2019;6,185;02/09/2019;36,628;8,445,378;0.43
Florida;02/23/2019;5,685;02/16/2019;38,228;8,445,378;0.45
Florida;03/02/2019;5,675;02/23/2019;36,032;8,445,378;0.43
Florida;03/09/2019;6,204;03/02/2019;35,361;8,445,378;0.42
Florida;03/16/2019;5,801;03/09/2019;34,751;8,445,378;0.41
Florida;03/23/2019;5,353;03/16/2019;34,930;8,445,378;0.41
Florida;03/30/2019;5,304;03/23/2019;34,577;8,445,378;0.41
Florida;04/06/2019;6,402;03/30/2019;33,253;8,445,378;0.39
Florida;04/13/2019;6,345;04/06/2019;33,243;8,511,100;0.39
Florida;04/20/2019;5,911;04/13/2019;33,688;8,511,100;0.40
Florida;04/27/2019;5,900;04/20/2019;34,170;8,511,100;0.40
Florida;05/04/2019;6,262;04/27/2019;33,181;8,511,100;0.39
Florida;05/11/2019;6,402;05/04/2019;33,697;8,511,100;0.40
Florida;05/18/2019;6,354;05/11/2019;33,957;8,511,100;0.40
Florida;05/25/2019;6,104;05/18/2019;33,987;8,511,100;0.40
Florida;06/01/2019;5,971;05/25/2019;34,600;8,511,100;0.41
Florida;06/08/2019;8,581;06/01/2019;34,500;8,511,100;0.41
Florida;06/15/2019;7,509;06/08/2019;35,131;8,511,100;0.41
Florida;06/22/2019;7,025;06/15/2019;38,862;8,511,100;0.46
Florida;06/29/2019;6,845;06/22/2019;38,733;8,511,100;0.46
Florida;07/06/2019;7,150;06/29/2019;37,702;8,511,100;0.44
Florida;07/13/2019;7,710;07/06/2019;40,614;8,563,455;0.47
Florida;07/20/2019;6,919;07/13/2019;41,553;8,563,455;0.49
Florida;07/27/2019;6,491;07/20/2019;42,091;8,563,455;0.49
Florida;08/03/2019;6,437;07/27/2019;42,461;8,563,455;0.50
Florida;08/10/2019;6,509;08/03/2019;42,628;8,563,455;0.50
Florida;08/17/2019;6,009;08/10/2019;41,853;8,563,455;0.49
Florida;08/24/2019;6,305;08/17/2019;43,799;8,563,455;0.51
Florida;08/31/2019;5,646;08/24/2019;41,020;8,563,455;0.48
Florida;09/07/2019;5,013;08/31/2019;40,036;8,563,455;0.47
Florida;09/14/2019;6,543;09/07/2019;40,712;8,563,455;0.48
Florida;09/21/2019;5,972;09/14/2019;39,151;8,563,455;0.46
Florida;09/28/2019;5,388;09/21/2019;39,475;8,563,455;0.46
Florida;10/05/2019;6,072;09/28/2019;37,855;8,563,455;0.44
Florida;10/12/2019;5,982;10/05/2019;36,883;8,608,066;0.43
Florida;10/19/2019;5,451;10/12/2019;36,987;8,608,066;0.43
Florida;10/26/2019;5,402;10/19/2019;36,047;8,608,066;0.42
Florida;11/02/2019;5,484;10/26/2019;35,187;8,608,066;0.41
Florida;11/09/2019;6,028;11/02/2019;35,489;8,608,066;0.41
Florida;11/16/2019;5,252;11/09/2019;34,385;8,608,066;0.40
Florida;11/23/2019;5,662;11/16/2019;36,170;8,608,066;0.42
Florida;11/30/2019;3,817;11/23/2019;31,147;8,608,066;0.36
Florida;12/07/2019;5,681;11/30/2019;38,917;8,608,066;0.45
Florida;12/14/2019;5,375;12/07/2019;33,428;8,608,066;0.39
Florida;12/21/2019;5,337;12/14/2019;36,866;8,608,066;0.43
Florida;12/28/2019;3,807;12/21/2019;31,743;8,608,066;0.37
Florida;01/04/2020;4,618;12/28/2019;36,189;8,608,066;0.42
Florida;01/11/2020;6,862;01/04/2020;35,024;8,604,277;0.41
Florida;01/18/2020;6,088;01/11/2020;34,718;8,604,277;0.40
Florida;01/25/2020;5,206;01/18/2020;33,347;8,604,277;0.39
Florida;02/01/2020;5,457;01/25/2020;35,871;8,604,277;0.42
Florida;02/08/2020;5,605;02/01/2020;33,176;8,604,277;0.39
