Error/Needs Review,record_id,policy_id,province,recorded_date,date_updated,date_start,date_end,policy_type,entry_type,event_description,type,type_sub_cat,type_text,correct_type,target_province,target_city,target_other,target_who_what,target_direction,travel_mechanism,compliance,link,ISO_A3,ISO_A2
,2105005Aw,2105005,Alabama,2020-06-25T08:33:32Z,2020-06-25,2020-03-28,2020-04-30,,new_entry,"Effective March 28 at 5 pm until April 30 at 5 pm, all beaches in Alabama shall be closed. A ""beach” is a sandy shoreline area abutting the Gulf of Mexico, whether privately or publicly owned.",Restriction and Regulation of Government Services,Beaches,NA,correction,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://governor.alabama.gov/assets/2020/04/Final-Statewide-Order-4.3.2020.pdf,USA,US
,7259953Ba,7259953,Nevada,2020-05-21T11:06:30Z,2020-05-21,2020-05-09,2020-05-15,Fewer Restrictions and/or Less Supply,update,"Nevada, United States
Section 14:  	Effective May 9, 2020, drive in theaters may resume operations for movies and drive-in religious services under strict social distancing guidelines pursuant to this Directive. Movie theaters operating on a non-drive-in basis shall remain closed to the public until further notice.",Restrictions of Mass Gatherings,Cancellation of a recreational or commercial event,NA,original,NA,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,"Mandatory (Unspecified/Implied),Voluntary/Recommended but No Penalties",http://gov.nv.gov/News/Emergency_Orders/2020/2020-03-20_-_COVID-19_Declaration_of_Emergency_Directive_003/,USA,US
,2649989Ba,2649989,New Mexico,2020-05-21T12:04:18Z,2020-05-21,2020-05-16,2020-07-15,Fewer Restrictions and/or Less Supply,update,"New Mexico, United States
All retailers may operate according to COVID-Safe Practices (“CSPs”) at 25 percent fire code occupancy (a “retailer” is any business that sells goods directly to the ultimate consumer or end-users and does not include wholesalers or suppliers, not does it include entertainment venues such as movie theaters, concert halls, or amusement parks);
Non-essential businesses (other than retailers; such as office spaces, call centers) generally may operate according to CSPs at up to 25 percent of pre-crisis staffing levels. All employees should continue to work from home wherever possible;",Restrictions of Mass Gatherings,Cancellation of a recreational or commercial event,NA,original,NA,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),https://cv.nmhealth.org/public-health-orders-and-executive-orders/,USA,US
,5184342Ba,5184342,Nebraska,2020-07-01T23:02:18Z,2020-07-01,2020-06-01,2020-07-15,Fewer Restrictions and/or Less Supply,new_entry,"The Governor of Nebraska in the United States announced that in 89 counties, limits on social gatherings can increase from 10 to 25, starting on June 1, 2020.",Restrictions of Mass Gatherings,Cancellation of a recreational or commercial event,NA,original,NA,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html#anchor_item_2,USA,US
,1293016Bb,1293016,New Mexico,2020-04-29T09:09:52Z,2020-04-29,2020-04-09,2020-06-30,,new_entry,"New Mexico, United States
Mandate that any meeting with 5 or more people must be conducted online",Restrictions of Mass Gatherings,Cancellation of an annually recurring event,NA,original,NA,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),https://www.governor.state.nm.us/about-the-governor/executive-orders/,USA,US
,3485999Be,3485999,Alabama,2020-04-23T10:41:16Z,2020-04-23,2020-04-06,2020-08-04,More Restrictive (or More Supply),new_entry,"USA: Medical Licensure Commission of Alabama announced joint emergency rule, effective on April 6th 2020, for expedited reinstatement of physician's licenses to practice medicine in Alabama in response to the COVID-19 Pandemic. ""A physician whose license has become inactive by operation of Ala. Code 34-24-337, but who held a certificate of registration for any of the years 2017, 2018, or 2019 may apply to the Commission for the reinstatement of his or her license to practice medicine in Alabama for the purpose of treating those suffering from or affected by COVID-19 pandemic."" The rule expires on August 4th 2020.",Health Resources,Doctors,NA,original,Alabama,NA,NA,Health Staff,NA,Not Applicable,Voluntary/Recommended but No Penalties,https://alabamapublichealth.gov/legal/assets/rule-licensure-reinstatement-040620.pdf,USA,US
,2922071Be,2922071,New Hampshire,2020-04-21T07:53:23Z,2020-04-21,2020-03-23,2020-07-15,More Restrictions and/or More Supply,new_entry,"On march 23rd New Hampshire governor announced a ""Temporary authorization for out of state medical providers to provide medically necessary services and provide services through telehealth""",Health Resources,Doctors,NA,original,all states other than New Hampshire,NA,NA,Health Staff,Inbound,Not Applicable,Voluntary/Recommended but No Penalties,https://www.governor.nh.gov/news-media/emergency-orders/documents/emergency-order-15.pdf,USA,US
duplicate,2530816Be,2530816,California,2020-04-01T12:57:07Z,2020-04-01,2020-03-30,2020-07-15,,new_entry,"In California withint hte United States,The Governor also signed an executive order that will temporarily expand the health care workforce and allow health care facilities to staff at least an additional 50,000 hospital beds the state needs to treat COVID-19 patients. A copy of the Governor’s executive order can be found here, and the text of the order can be found here.",Health Resources,Doctors,NA,original,California,NA,NA,Health-Related Supplies,Inbound,Not Applicable,Mandatory (Unspecified/Implied),https://www.gov.ca.gov/2020/03/30/governor-newsom-announces-california-health-corps-a-major-initiative-to-expand-health-care-workforce-to-fight-covid-19/,USA,US
duplicate,1631159Be,1631159,Georgia,2020-04-20T00:41:12Z,2020-04-20,2020-03-26,2020-07-15,,new_entry,"United States, March 27, ""Georgia National Guard is currently engaging two Medical Support Teams at Phoebe Putney Memorial Hospital in Albany, Georgia. The two teams - arriving on-site yesterday, March 26, and today, March 27 - are comprised of twenty-two service members, one doctor, two physician's assistants, four nurses, thirteen military medics, and a medical supply specialist. The Georgia National Guard also provided five ventilators for use at Phoebe Putney and has an additional five service members currently supporting Pruitt Palmyra Nursing Home in Albany.""",Health Resources,Doctors,NA,original,Georgia,NA,NA,Health Staff,NA,Not Applicable,Mandatory (Unspecified/Implied),https://gov.georgia.gov/press-releases/2020-03-27/georgia-national-guard-deploys-medical-support-teams-fight-covid-19,USA,US
duplicate,2731596Be,2731596,Kentucky,2020-04-27T08:08:59Z,2020-04-27,2020-04-27,2020-07-15,,new_entry,"FRANKFORT, Ky. (April 23, 2020) – On Thursday, Gov. Andy Beshear announced that Monday, April 27, the state will begin the gradual restart and reopening of our Phase 1 health care services and facilities, although they will operate vastly different than they did before the outbreak of the novel coronavirus 2019 (COVID-19).",Health Resources,Doctors,NA,original,Kentucky,NA,NA,All Citizens (Citizen Residents + Citizen Travelers),NA,Not Applicable,Voluntary/Recommended but No Penalties,https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=138,USA,US
end date checked,5018289Fa,5018289,Maryland,2020-04-26T11:27:21Z,2020-04-26,2020-04-01,2020-07-15,More Restrictions and/or More Supply,new_entry,"Maryland, United States
In order to free up the time of health care workers and continue with social distancing and restriction of mass gatherings. Maryland has allowed for telehealth services where applicable",Health Resources,Doctors,NA,original,Maryland,NA,NA,Health Staff,NA,Not Applicable,Voluntary/Recommended but No Penalties,https://governor.maryland.gov/covid-19-pandemic-orders-and-guidance/,USA,US
,9321327Cy,9321327,Massachusetts,2020-04-11T23:02:46Z,2020-04-11,2020-03-17,2020-07-15,More Restrictions and/or More Supply,new_entry,"The Baker-Polito Administration on 03.17.2020 announced several emergency orders expediting the onboarding process of more licensed health care professionals and the distribution of an initial $5 million in emergency funding to local boards of health throughout the Commonwealth, with more funding to be distributed soon.",Health Resources,Doctors,NA,original,Massachusetts,NA,NA,Health Staff,NA,Not Applicable,Voluntary/Recommended but No Penalties,https://www.mass.gov/news/baker-polito-administration-announces-changes-to-expedite-health-care-licensing-increase,USA,US
,3550746Be,3550746,Massachusetts,2020-04-26T11:08:06Z,2020-04-26,2020-03-27,2020-07-15,More Restrictions and/or More Supply,new_entry,"Medical schools facilitate early graduation of their qualified fourth-year students to allow graduates to support the health care workforce. Medical school graduates who have matched as an intern, resident or fellow with a Board-approved Massachusetts health care facility or training program with Emergency 90-Day Limited Licenses will be allowed to practice medicine. The administration has issued a public health order to provide APRNs in good standing with greater flexibility in their prescribing practices. Efforts have been made to match volunteers with communities and health care providers based on skillsets and need.",Health Resources,Doctors,NA,original,Massachusetts,NA,NA,Health Staff,NA,Not Applicable,Voluntary/Recommended but No Penalties,https://www.mass.gov/news/baker-polito-administration-announces-travel-guidelines-and-new-health-care-resources-to,USA,US
,1664350Be,1664350,Massachusetts,2020-04-26T11:27:21Z,2020-04-26,2020-03-30,2020-07-15,More Restrictions and/or More Supply,new_entry,"Department of Public Health has issued an order designed to provide on-demand licensing and re-licensing for certain health care professionals. The Order expedites licensing for professionals with licenses in good standing in other states, and professionals who have allowed their Massachusetts licenses to expire within the past 10 years while in good standing.",Health Resources,Doctors,NA,original,Massachusetts,NA,NA,Health Staff,NA,Not Applicable,Voluntary/Recommended but No Penalties,https://www.mass.gov/news/baker-polito-administration-announces-new-actions-to-expand-health-care-workforce-other,USA,US
,5833444Be,5833444,Massachusetts,2020-04-26T23:59:32Z,2020-04-26,2020-04-09,2020-07-15,More Restrictions and/or More Supply,new_entry,"The Baker-Polito Administration of Massachusetts today announced details for the Field Medical Station at the Boston Convention and Exhibition Center. The Governor also issued orders to ease licensing restrictions for foreign-educated doctors to allow medical practice in the Commonwealth, expedite licensure of nursing students and graduates, and mandated that insurers must cover all medically required costs of COVID-19 treatment in out-of-network hospitals or other medical facilities with no charge to the patient, including co-pays, deductibles or co-insurance payments.",Health Resources,Doctors,NA,original,Massachusetts,NA,NA,Other,NA,Not Applicable,Voluntary/Recommended but No Penalties,https://www.mass.gov/news/baker-polito-administration-announces-field-medical-station-details-new-support-for-health,USA,US
duplicate,6633494Be,6633494,Minnesota,2020-04-18T22:42:31Z,2020-04-18,2020-03-23,2020-07-15,,new_entry,On March 19th the Governor of Minnesota issued an order to begin on March 23rd restricting all non-essential medical procedures for an unspecified amount of time to prevent an overload of the health system,Health Resources,Doctors,NA,original,Minnesota,NA,NA,Health-Related Supplies,NA,Not Applicable,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",https://www.leg.state.mn.us/archive/execorders/20-09.pdf,USA,US
duplicate,3770426Be,6633494,Minnesota,2020-04-18T22:55:41Z,2020-04-18,2020-03-23,2020-07-15,,update,"On March 23rd, the Governor of Minnesota expanded the restrictions on non-essential medical procedures to include and restrict veterinarian care",Health Resources,Doctors,NA,original,Minnesota,NA,NA,Health-Related Supplies,NA,Not Applicable,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",https://www.leg.state.mn.us/archive/execorders/20-17.pdf,USA,US
,893036Be,893036,Ohio,2020-03-31T05:12:00Z,2020-03-31,2020-03-18,2020-07-15,More Restrictions and/or More Supply,new_entry,"US state Ohio ordered to postpone all elective surgeries on March 1, 2020.",Health Resources,Doctors,NA,original,NA,NA,NA,All Residents (Citizen Residents +Foreign Residents),Inbound,Not Applicable,Mandatory (Unspecified/Implied),https://governor.ohio.gov/wps/portal/gov/governor/media/news-and-media/elective+surgeries-postponed-in-ohio-hospitals,USA,US
,6826809Be,6826809,Alabama,2020-04-23T10:08:26Z,2020-04-23,2020-03-23,2020-07-23,More Restrictions and/or More Supply,new_entry,"US: Medical Licensure Commission of Alabama adopted emergency rule on March 23rd to provide expedited issuance of non-renewable emergency medical licenses to physicians licensed in other states who may assist with the COVID-19 health emergency in Alabama. The emergency license issued under this rule shall expire on July 23rd 2020 or when the Governor of Alabama proclaims the termination of the state's public healthy emergency, whichever is sooner.",Health Resources,Doctors,NA,original,NA,NA,NA,Health Staff,NA,Not Applicable,Voluntary/Recommended but No Penalties,https://alabamapublichealth.gov/legal/assets/order-physicianlicensure-032020.pdf,USA,US
