id,zip,always,frequently,sometimes,rarely,never,chance,e
10628,07029,0.54,0.23,0.15,0.05,0.03,0.35,4.05
10629,07027,0.73,0.22,0.05,0.01,0.0,0.68,4.63
10630,07090,0.82,0.16,0.02,0.0,0.0,0.81,4.79
10631,07081,0.84,0.14,0.01,0.01,0.0,0.83,4.81
10632,07901,0.8,0.16,0.03,0.01,0.0,0.75,4.73
10633,08722,0.75,0.14,0.07,0.05,0.0,0.59,4.5
10634,08060,0.71,0.17,0.06,0.04,0.02,0.54,4.42
10635,08036,0.69,0.21,0.06,0.02,0.02,0.56,4.46
10636,08751,0.66,0.19,0.03,0.1,0.02,0.43,4.23
10637,08740,0.76,0.16,0.03,0.05,0.01,0.62,4.54
10638,08741,0.74,0.14,0.05,0.07,0.0,0.56,4.46
10639,08721,0.77,0.15,0.04,0.04,0.0,0.64,4.58
10640,08092,0.78,0.17,0.05,0.01,0.0,0.72,4.68
10641,08057,0.76,0.17,0.04,0.01,0.02,0.65,4.59
10642,08016,0.76,0.11,0.06,0.02,0.05,0.54,4.42
10643,08075,0.83,0.11,0.05,0.0,0.0,0.78,4.76
10644,07657,0.8,0.11,0.03,0.02,0.04,0.61,4.54
10645,08562,0.77,0.14,0.03,0.03,0.02,0.62,4.54
10646,08212,0.75,0.23,0.02,0.0,0.0,0.74,4.71
10647,07860,0.66,0.3,0.01,0.03,0.01,0.6,4.51
10648,07450,0.77,0.13,0.06,0.04,0.0,0.64,4.57
10649,08518,0.79,0.09,0.08,0.02,0.02,0.61,4.53
10650,08554,0.82,0.09,0.05,0.03,0.01,0.67,4.61
10651,07843,0.75,0.13,0.02,0.05,0.04,0.52,4.39
10652,07010,0.64,0.28,0.04,0.02,0.01,0.56,4.45
10653,08066,0.83,0.16,0.01,0.0,0.0,0.82,4.8
10654,08090,0.75,0.13,0.08,0.0,0.05,0.55,4.44
10655,08097,0.82,0.09,0.05,0.0,0.03,0.68,4.62
10656,"07821,07874",0.75,0.15,0.0,0.05,0.04,0.53,4.41
10657,07461,0.77,0.15,0.07,0.0,0.01,0.66,4.61
10658,07439,0.71,0.25,0.02,0.02,0.01,0.65,4.59
10659,07026,0.6,0.23,0.1,0.04,0.02,0.43,4.22
10660,07660,0.8,0.07,0.04,0.03,0.06,0.53,4.41
10661,07652,0.73,0.22,0.03,0.0,0.02,0.67,4.62
10662,07931,0.74,0.16,0.09,0.0,0.02,0.62,4.55
10663,08812,0.8,0.13,0.04,0.03,0.0,0.7,4.66
10664,08853,0.84,0.11,0.03,0.02,0.0,0.75,4.72
10665,07924,0.67,0.22,0.1,0.0,0.01,0.58,4.48
10666,07057,0.7,0.17,0.11,0.02,0.01,0.55,4.43
10667,07676,0.59,0.25,0.14,0.01,0.0,0.49,4.33
10668,08553,0.69,0.21,0.06,0.03,0.02,0.56,4.45
10669,"08801,08809",0.77,0.11,0.07,0.05,0.0,0.58,4.49
10670,08829,0.78,0.11,0.06,0.05,0.01,0.61,4.53
10671,08551,0.83,0.09,0.04,0.03,0.0,0.72,4.68
10672,08889,0.9,0.04,0.01,0.03,0.01,0.76,4.73
10673,08825,0.79,0.07,0.1,0.03,0.01,0.6,4.52
10674,08402,0.72,0.17,0.04,0.06,0.01,0.56,4.45
10675,07106,0.7,0.14,0.09,0.0,0.08,0.44,4.25
10676,07112,0.74,0.1,0.1,0.01,0.05,0.5,4.35
10677,07069,0.86,0.12,0.02,0.0,0.0,0.84,4.83
10678,07108,0.72,0.1,0.11,0.01,0.05,0.48,4.32
10679,07105,0.55,0.22,0.06,0.08,0.08,0.29,3.89
10680,08844,0.77,0.16,0.03,0.03,0.0,0.67,4.62
10681,08701,0.76,0.02,0.09,0.08,0.05,0.4,4.17
10682,07107,0.65,0.2,0.11,0.01,0.02,0.51,4.37
10683,08733,0.87,0.07,0.03,0.03,0.0,0.76,4.74
10684,07018,0.69,0.13,0.08,0.01,0.09,0.42,4.2
10685,07030,0.59,0.27,0.07,0.02,0.05,0.44,4.24
10686,07109,0.74,0.14,0.07,0.01,0.05,0.54,4.42
10687,08006,0.78,0.16,0.04,0.01,0.0,0.72,4.68
10804,13903,0.83,0.06,0.05,0.02,0.04,0.61,4.53
10805,13790,0.81,0.07,0.05,0.03,0.04,0.59,4.5
10806,11432,0.73,0.12,0.08,0.04,0.03,0.51,4.38
10807,11373,0.82,0.12,0.01,0.03,0.02,0.69,4.65
10808,11106,0.77,0.16,0.01,0.0,0.06,0.6,4.51
10809,11370,0.78,0.14,0.07,0.0,0.01,0.69,4.64
10810,14513,0.83,0.09,0.06,0.01,0.0,0.74,4.71
10811,13827,0.88,0.1,0.01,0.01,0.01,0.84,4.83
10812,14883,0.79,0.16,0.02,0.01,0.02,0.71,4.67
10813,13812,0.85,0.11,0.01,0.0,0.03,0.75,4.72
10814,14589,0.78,0.1,0.11,0.0,0.0,0.66,4.61
10815,13146,0.81,0.15,0.03,0.02,0.0,0.75,4.72
10816,13143,0.81,0.09,0.04,0.07,0.0,0.62,4.55
10817,14519,0.68,0.19,0.12,0.0,0.0,0.58,4.49
10818,14489,0.84,0.09,0.06,0.01,0.0,0.76,4.73
10819,14522,0.75,0.16,0.05,0.03,0.0,0.64,4.58
10820,11417,0.8,0.1,0.04,0.04,0.02,0.62,4.54
10821,11102,0.68,0.21,0.08,0.0,0.03,0.55,4.44
10822,14505,0.81,0.12,0.06,0.01,0.0,0.73,4.7
10823,13760,0.84,0.08,0.03,0.02,0.02,0.68,4.63
10824,12307,0.83,0.05,0.07,0.01,0.05,0.59,4.51
10825,12489,0.71,0.2,0.07,0.0,0.02,0.59,4.51
10826,14203,0.62,0.21,0.1,0.06,0.02,0.44,4.24
10827,13045,0.8,0.12,0.01,0.06,0.0,0.65,4.58
10828,13040,0.85,0.08,0.01,0.06,0.0,0.68,4.63
10829,"12740,12406",0.7,0.18,0.06,0.01,0.05,0.5,4.36
10830,12477,0.76,0.15,0.02,0.02,0.06,0.56,4.45
10831,12561,0.83,0.03,0.07,0.06,0.0,0.62,4.54
10832,12566,0.76,0.14,0.06,0.0,0.04,0.6,4.51
10833,12456,0.79,0.13,0.01,0.03,0.04,0.61,4.53
10834,10913,0.66,0.26,0.02,0.05,0.01,0.55,4.44
10835,10970,0.54,0.26,0.19,0.01,0.0,0.42,4.2
10836,"10980,10986",0.72,0.16,0.1,0.0,0.01,0.6,4.52
10837,10931,0.47,0.27,0.22,0.02,0.02,0.33,4.01
10838,10984,0.7,0.16,0.11,0.0,0.02,0.55,4.44
10839,10312,0.78,0.17,0.01,0.02,0.02,0.67,4.61
10840,14068,0.79,0.12,0.06,0.01,0.02,0.66,4.61
10841,11211,0.73,0.13,0.04,0.08,0.02,0.51,4.37
10842,11214,0.84,0.06,0.07,0.01,0.03,0.67,4.61
10843,13502,0.8,0.16,0.02,0.02,0.0,0.73,4.7
10844,13431,0.82,0.13,0.02,0.01,0.01,0.75,4.72
10845,13309,0.72,0.13,0.02,0.07,0.07,0.43,4.21
10846,11228,0.69,0.16,0.06,0.08,0.01,0.47,4.31
10847,11230,0.68,0.15,0.1,0.05,0.02,0.47,4.3
10848,"14131,14174",0.78,0.19,0.02,0.0,0.0,0.77,4.74
10849,11213,0.56,0.28,0.09,0.03,0.03,0.42,4.2
10850,14120,0.69,0.23,0.06,0.02,0.0,0.62,4.54
10851,14094,0.74,0.16,0.01,0.09,0.0,0.56,4.45
10852,14067,0.78,0.16,0.01,0.04,0.0,0.68,4.63
10853,14468,0.9,0.06,0.0,0.01,0.02,0.8,4.78
10854,12887,0.67,0.15,0.15,0.01,0.01,0.5,4.36
10855,14445,0.7,0.18,0.12,0.0,0.0,0.59,4.49
10856,11206,0.74,0.16,0.01,0.06,0.03,0.54,4.43
10857,14605,0.75,0.13,0.08,0.01,0.03,0.59,4.5
10858,14615,0.72,0.14,0.12,0.0,0.02,0.57,4.46
10859,14613,0.68,0.17,0.14,0.0,0.02,0.54,4.41
10860,14607,0.73,0.12,0.11,0.02,0.03,0.54,4.42
10861,14620,0.76,0.1,0.08,0.04,0.02,0.56,4.45
10862,11222,0.6,0.17,0.17,0.0,0.06,0.37,4.09
10863,14172,0.79,0.18,0.0,0.03,0.0,0.73,4.69
10864,14611,0.86,0.07,0.06,0.01,0.0,0.77,4.74
10865,14621,0.73,0.15,0.08,0.01,0.04,0.56,4.45
10866,14627,0.83,0.08,0.06,0.03,0.01,0.68,4.63
10867,14625,0.75,0.14,0.11,0.0,0.0,0.64,4.57
10868,13328,0.77,0.17,0.03,0.03,0.0,0.68,4.63
10869,13480,0.75,0.16,0.04,0.04,0.0,0.63,4.56
10870,"13313,13318",0.71,0.18,0.05,0.05,0.0,0.57,4.47
10871,11225,0.75,0.12,0.07,0.04,0.01,0.58,4.48
10872,11210,0.72,0.16,0.08,0.0,0.03,0.56,4.46
10873,"10976,10964",0.63,0.34,0.0,0.03,0.0,0.62,4.54
10874,10983,0.65,0.29,0.0,0.05,0.01,0.56,4.45
10875,11215,0.87,0.09,0.0,0.0,0.03,0.77,4.75
10876,11203,0.58,0.17,0.05,0.0,0.2,0.22,3.71
10877,13413,0.77,0.18,0.02,0.02,0.0,0.7,4.66
10878,11235,0.76,0.17,0.04,0.02,0.01,0.66,4.6
10879,11201,0.8,0.12,0.05,0.02,0.02,0.66,4.6
10880,10456,0.75,0.13,0.06,0.02,0.03,0.56,4.45
10881,12833,0.69,0.19,0.08,0.03,0.02,0.55,4.43
10882,12859,0.7,0.19,0.06,0.04,0.01,0.57,4.47
10883,11205,0.61,0.35,0.0,0.04,0.0,0.57,4.47
10884,11238,0.78,0.14,0.07,0.0,0.0,0.69,4.65
10885,11219,0.63,0.16,0.06,0.11,0.04,0.34,4.04
10886,11575,0.72,0.07,0.13,0.01,0.07,0.42,4.2
10887,11510,0.81,0.15,0.02,0.01,0.01,0.74,4.71
10888,11570,0.84,0.14,0.01,0.01,0.0,0.82,4.81
10889,13319,0.76,0.19,0.02,0.03,0.0,0.69,4.65
10890,13084,0.72,0.15,0.1,0.01,0.02,0.58,4.48
10891,11507,0.7,0.22,0.01,0.06,0.01,0.56,4.45
10892,11568,0.76,0.16,0.03,0.02,0.02,0.64,4.57
10893,11040,0.7,0.21,0.03,0.04,0.02,0.56,4.45
10894,14506,0.73,0.14,0.11,0.0,0.01,0.59,4.51
10895,14472,0.76,0.16,0.07,0.0,0.0,0.68,4.63
10896,"13456,13322",0.74,0.19,0.03,0.04,0.0,0.64,4.57
10897,12567,0.88,0.1,0.01,0.01,0.01,0.84,4.82
10898,13039,0.69,0.19,0.12,0.0,0.0,0.58,4.49
10899,13208,0.74,0.17,0.04,0.01,0.04,0.58,4.49
10900,13066,0.83,0.15,0.01,0.0,0.0,0.81,4.79
10901,13116,0.8,0.17,0.01,0.01,0.01,0.76,4.73
10902,13030,0.71,0.18,0.1,0.0,0.0,0.62,4.55
10903,13041,0.71,0.22,0.03,0.0,0.04,0.58,4.49
10904,13082,0.85,0.13,0.01,0.0,0.0,0.83,4.82
10905,13209,0.8,0.13,0.03,0.0,0.03,0.67,4.62
10906,13219,0.79,0.13,0.05,0.01,0.02,0.67,4.61
10907,11415,0.57,0.18,0.22,0.04,0.01,0.37,4.11
10908,11419,0.75,0.09,0.12,0.01,0.04,0.53,4.4
10909,11103,0.72,0.2,0.03,0.0,0.05,0.58,4.48
10910,11436,0.65,0.19,0.05,0.0,0.1,0.4,4.17
10911,12308,0.82,0.05,0.07,0.0,0.06,0.57,4.46
10912,12304,0.86,0.04,0.05,0.01,0.04,0.65,4.59
10913,"12309,12148",0.85,0.05,0.05,0.0,0.06,0.63,4.56
10914,11435,0.66,0.09,0.14,0.03,0.08,0.34,4.03
10915,11424,0.56,0.15,0.08,0.18,0.02,0.25,3.79
10916,12788,0.82,0.09,0.03,0.02,0.03,0.66,4.6
10917,"12733,12738",0.83,0.09,0.04,0.03,0.02,0.66,4.6
10918,"12775,12790",0.83,0.11,0.04,0.01,0.02,0.71,4.67
10919,"12734,12783",0.82,0.06,0.05,0.04,0.03,0.6,4.52
10920,12302,0.86,0.08,0.03,0.01,0.02,0.73,4.7
10921,12726,0.84,0.05,0.06,0.04,0.01,0.64,4.58
10922,12737,0.74,0.13,0.06,0.02,0.04,0.53,4.41
10923,"12791,12724",0.83,0.04,0.05,0.06,0.02,0.58,4.49
10924,12008,0.78,0.07,0.09,0.01,0.05,0.54,4.42
10925,11697,0.83,0.15,0.01,0.01,0.0,0.8,4.78
10926,11411,0.68,0.17,0.14,0.0,0.01,0.54,4.43
10927,10927,0.78,0.15,0.05,0.0,0.01,0.7,4.66
10928,13421,0.81,0.1,0.08,0.0,0.0,0.71,4.67
10929,13402,0.79,0.14,0.03,0.04,0.0,0.66,4.6
10930,"13408,13484",0.82,0.11,0.04,0.04,0.0,0.69,4.65
10931,13037,0.88,0.11,0.01,0.0,0.0,0.86,4.85
10932,"13485,13314",0.74,0.13,0.05,0.05,0.02,0.54,4.42
10933,"13032,13163",0.85,0.1,0.05,0.0,0.0,0.79,4.77
10934,13035,0.88,0.08,0.03,0.0,0.0,0.83,4.82
10935,13409,0.83,0.1,0.06,0.01,0.0,0.74,4.71
10936,11367,0.47,0.35,0.07,0.12,0.0,0.33,4.01
10937,13072,0.82,0.11,0.02,0.04,0.0,0.71,4.67
10938,"13332,13346",0.79,0.13,0.02,0.05,0.0,0.66,4.6
10939,11420,0.85,0.09,0.02,0.01,0.03,0.7,4.66
10940,11355,0.82,0.11,0.03,0.03,0.01,0.7,4.66
10941,13787,0.73,0.06,0.06,0.04,0.11,0.37,4.1
10942,11414,0.89,0.05,0.02,0.02,0.02,0.76,4.73
10943,13074,0.76,0.11,0.12,0.01,0.0,0.63,4.56
10944,12204,0.73,0.18,0.08,0.01,0.0,0.64,4.57
10945,12211,0.75,0.17,0.06,0.02,0.0,0.65,4.59
10946,11422,0.84,0.03,0.12,0.0,0.01,0.67,4.62
10947,12054,0.69,0.26,0.05,0.0,0.0,0.66,4.61
10948,12143,0.88,0.1,0.01,0.0,0.0,0.87,4.87
10949,11427,0.72,0.09,0.17,0.0,0.02,0.52,4.39
10950,12747,0.82,0.08,0.04,0.03,0.03,0.64,4.58
10951,12723,0.84,0.04,0.06,0.05,0.02,0.61,4.53
10952,11428,0.7,0.09,0.18,0.0,0.03,0.48,4.32
10953,11385,0.88,0.08,0.02,0.0,0.01,0.82,4.81
10954,12789,0.83,0.1,0.04,0.02,0.02,0.69,4.64
10955,12758,0.82,0.07,0.03,0.04,0.03,0.59,4.5
10956,12721,0.81,0.13,0.03,0.0,0.03,0.7,4.66
10957,12787,0.83,0.06,0.04,0.05,0.03,0.6,4.52
10958,"12749,12778",0.82,0.06,0.06,0.04,0.02,0.6,4.52
10959,12751,0.82,0.08,0.04,0.03,0.03,0.63,4.56
10960,"12754,12768",0.83,0.07,0.04,0.03,0.03,0.63,4.55
10961,12762,0.81,0.08,0.05,0.04,0.02,0.61,4.53
10962,12701,0.81,0.08,0.05,0.03,0.02,0.63,4.55
10963,12743,0.8,0.09,0.05,0.03,0.03,0.62,4.54
10964,11374,0.86,0.12,0.01,0.01,0.01,0.81,4.8
10965,11363,0.78,0.18,0.02,0.01,0.02,0.69,4.64
10966,13778,0.75,0.1,0.04,0.05,0.05,0.49,4.33
10967,13733,0.73,0.15,0.01,0.02,0.09,0.46,4.29
10968,13488,0.82,0.08,0.04,0.05,0.01,0.65,4.59
10969,"13796,13825",0.82,0.08,0.01,0.06,0.03,0.58,4.49
10970,14004,0.84,0.13,0.02,0.01,0.0,0.8,4.78
10971,14047,0.75,0.12,0.09,0.01,0.03,0.58,4.48
10972,14209,0.61,0.29,0.06,0.0,0.04,0.5,4.35
10973,11375,0.82,0.08,0.04,0.04,0.03,0.61,4.53
10974,11362,0.82,0.12,0.05,0.0,0.01,0.74,4.71
10975,11005,0.82,0.11,0.02,0.0,0.04,0.67,4.62
10976,11004,0.74,0.21,0.04,0.0,0.0,0.7,4.66
10977,"12957,12966",0.7,0.12,0.14,0.01,0.04,0.48,4.32
10978,11423,0.72,0.18,0.07,0.01,0.01,0.61,4.52
10979,12953,0.75,0.08,0.14,0.01,0.03,0.53,4.41
10980,12980,0.7,0.13,0.11,0.03,0.02,0.5,4.35
10981,12983,0.78,0.05,0.07,0.1,0.01,0.5,4.35
10982,12937,0.7,0.12,0.14,0.0,0.04,0.48,4.33
10983,14743,0.81,0.17,0.01,0.0,0.0,0.8,4.78
10984,14216,0.68,0.23,0.08,0.0,0.01,0.6,4.51
10985,11379,0.75,0.16,0.06,0.0,0.02,0.63,4.56
10986,14731,0.84,0.11,0.02,0.01,0.02,0.75,4.73
10987,11365,0.72,0.19,0.01,0.06,0.02,0.56,4.44
10988,14544,0.89,0.07,0.03,0.01,0.0,0.83,4.82
10989,11364,0.71,0.15,0.12,0.0,0.02,0.56,4.45
10990,14141,0.76,0.18,0.01,0.04,0.02,0.62,4.54
10991,"14173,14030",0.63,0.3,0.0,0.06,0.0,0.54,4.42
10992,14001,0.77,0.21,0.01,0.0,0.0,0.77,4.74
10993,12989,0.82,0.04,0.08,0.06,0.01,0.59,4.5
10994,12920,0.76,0.07,0.14,0.0,0.02,0.56,4.45
10995,11693,0.58,0.07,0.13,0.17,0.05,0.22,3.68
10996,11354,0.75,0.2,0.02,0.02,0.0,0.69,4.64
10997,11358,0.78,0.17,0.02,0.03,0.0,0.7,4.65
10998,12540,0.88,0.07,0.04,0.0,0.0,0.81,4.8
10999,10709,0.77,0.18,0.04,0.0,0.01,0.72,4.68
11000,10573,0.84,0.07,0.05,0.04,0.0,0.7,4.65
11001,"12184,12130",0.86,0.11,0.03,0.0,0.0,0.83,4.82
11002,10528,0.84,0.1,0.02,0.02,0.02,0.73,4.69
11003,10803,0.74,0.12,0.05,0.04,0.06,0.48,4.31
11004,10805,0.75,0.08,0.09,0.05,0.03,0.49,4.33
11005,13204,0.71,0.17,0.09,0.01,0.02,0.57,4.47
11006,14469,0.84,0.13,0.03,0.0,0.0,0.8,4.78
11007,14512,0.81,0.15,0.02,0.02,0.01,0.73,4.69
11008,14466,0.85,0.13,0.02,0.01,0.0,0.81,4.79
11009,14532,0.88,0.06,0.04,0.02,0.0,0.78,4.76
11010,14425,0.79,0.17,0.02,0.02,0.0,0.75,4.72
11011,14548,0.83,0.11,0.04,0.02,0.0,0.74,4.71
11012,12803,0.69,0.13,0.12,0.02,0.03,0.48,4.33
11013,14424,0.87,0.09,0.05,0.0,0.0,0.81,4.79
11014,10024,0.86,0.07,0.02,0.02,0.02,0.73,4.69
11015,14886,0.83,0.1,0.05,0.01,0.01,0.72,4.68
11016,14882,0.82,0.09,0.05,0.03,0.01,0.68,4.63
11017,13053,0.84,0.09,0.03,0.03,0.01,0.73,4.69
11018,10952,0.65,0.24,0.07,0.03,0.0,0.56,4.45
11019,10302,0.76,0.14,0.04,0.0,0.05,0.58,4.48
11020,10310,0.75,0.12,0.05,0.02,0.06,0.52,4.39
11021,10023,0.88,0.06,0.04,0.02,0.0,0.79,4.77
11022,14420,0.8,0.17,0.0,0.01,0.01,0.73,4.69
11025,13092,0.67,0.15,0.04,0.15,0.0,0.4,4.16
11026,"13033,13113",0.74,0.16,0.05,0.04,0.0,0.62,4.55
11027,13026,0.74,0.1,0.11,0.05,0.0,0.54,4.42
11028,13118,0.58,0.18,0.08,0.16,0.0,0.32,3.97
11029,13140,0.76,0.18,0.04,0.03,0.0,0.68,4.62
11030,13160,0.72,0.16,0.09,0.03,0.0,0.58,4.49
11031,12193,0.9,0.09,0.01,0.0,0.0,0.89,4.88
11032,10977,0.74,0.2,0.03,0.03,0.0,0.66,4.59
11033,10965,0.74,0.2,0.01,0.01,0.05,0.6,4.52
11034,10065,0.9,0.06,0.02,0.01,0.02,0.78,4.76
11036,10025,0.85,0.07,0.02,0.03,0.03,0.68,4.63
11037,13642,0.74,0.14,0.05,0.06,0.01,0.56,4.45
11038,13669,0.73,0.12,0.09,0.04,0.02,0.53,4.4
11039,"13660,13694",0.7,0.13,0.11,0.02,0.03,0.49,4.34
11040,"12160,12035",0.83,0.1,0.05,0.0,0.01,0.72,4.69
11041,"12167,12175",0.8,0.11,0.04,0.05,0.01,0.64,4.58
11042,10962,0.67,0.26,0.01,0.05,0.02,0.56,4.46
11044,10016,0.85,0.08,0.02,0.02,0.04,0.67,4.61
11045,10044,0.88,0.1,0.0,0.0,0.01,0.84,4.83
11047,13166,0.78,0.15,0.05,0.03,0.0,0.67,4.61
11048,10968,0.64,0.3,0.02,0.04,0.01,0.56,4.46
11049,14843,0.7,0.13,0.04,0.02,0.11,0.39,4.13
11050,14809,0.72,0.16,0.04,0.02,0.06,0.5,4.35
11051,10033,0.77,0.13,0.03,0.02,0.05,0.58,4.48
11052,10040,0.79,0.12,0.02,0.01,0.06,0.57,4.48
11054,10004,0.66,0.24,0.08,0.02,0.01,0.57,4.47
11055,11730,0.83,0.09,0.05,0.01,0.01,0.71,4.66
11057,10002,0.84,0.09,0.06,0.0,0.01,0.74,4.71
11058,11778,0.74,0.09,0.07,0.02,0.08,0.45,4.27
11059,11752,0.75,0.07,0.05,0.06,0.07,0.43,4.22
11060,11716,0.75,0.09,0.1,0.02,0.03,0.53,4.41
11061,11769,0.75,0.11,0.09,0.01,0.03,0.56,4.45
11062,11796,0.71,0.17,0.07,0.0,0.05,0.51,4.38
11063,11782,0.68,0.2,0.05,0.0,0.06,0.49,4.33
11064,14871,0.6,0.25,0.09,0.05,0.01,0.45,4.27
11065,11755,0.82,0.1,0.03,0.01,0.04,0.64,4.57
11066,11738,0.73,0.08,0.05,0.04,0.1,0.39,4.14
11067,11747,0.87,0.09,0.0,0.0,0.04,0.74,4.71
11068,11746,0.87,0.12,0.0,0.0,0.01,0.82,4.81
11069,14838,0.64,0.22,0.08,0.03,0.02,0.5,4.35
11070,14904,0.59,0.25,0.09,0.05,0.01,0.45,4.25
11071,14816,0.59,0.26,0.1,0.04,0.01,0.45,4.27
11072,14861,0.6,0.24,0.08,0.05,0.03,0.44,4.23
11073,14901,0.59,0.25,0.09,0.05,0.01,0.44,4.25
11074,14903,0.59,0.26,0.1,0.05,0.01,0.45,4.27
11075,14859,0.71,0.18,0.03,0.02,0.06,0.52,4.38
11076,10507,0.9,0.06,0.01,0.0,0.02,0.8,4.79
11077,12202,0.75,0.18,0.05,0.01,0.0,0.69,4.65
11078,"14845,14864",0.59,0.27,0.1,0.03,0.01,0.47,4.3
11079,13438,0.81,0.1,0.02,0.05,0.02,0.63,4.56
11080,13494,0.73,0.14,0.02,0.05,0.06,0.49,4.34
11081,13424,0.79,0.15,0.03,0.01,0.02,0.68,4.63
11082,"13157,13042,13308",0.77,0.12,0.05,0.05,0.0,0.6,4.52
11083,14814,0.59,0.26,0.09,0.04,0.01,0.47,4.29
11084,14892,0.7,0.17,0.05,0.02,0.05,0.5,4.35
11085,"12421,12474,12434",0.62,0.16,0.09,0.07,0.06,0.34,4.04
11086,12430,0.56,0.16,0.1,0.06,0.11,0.24,3.75
11087,12183,0.78,0.12,0.06,0.02,0.02,0.63,4.56
11088,14905,0.59,0.26,0.09,0.05,0.01,0.45,4.27
11089,"12164,12108",0.63,0.29,0.04,0.01,0.03,0.52,4.39
11090,12847,0.62,0.3,0.03,0.03,0.02,0.54,4.42
11091,"14418,14507",0.87,0.11,0.02,0.0,0.0,0.84,4.82
11092,14837,0.86,0.11,0.02,0.0,0.0,0.83,4.82
11093,14527,0.93,0.05,0.02,0.01,0.0,0.87,4.87
11094,13743,0.84,0.14,0.01,0.0,0.0,0.82,4.81
11095,12085,0.79,0.13,0.06,0.02,0.0,0.69,4.64
11096,14051,0.77,0.17,0.05,0.0,0.01,0.7,4.66
11097,"13811,13736",0.88,0.08,0.02,0.02,0.01,0.78,4.75
11098,13732,0.89,0.08,0.01,0.01,0.01,0.81,4.79
11099,11977,0.8,0.08,0.06,0.05,0.01,0.6,4.51
11100,12210,0.72,0.2,0.07,0.02,0.0,0.63,4.56
11101,14551,0.87,0.06,0.06,0.01,0.0,0.78,4.76
11102,"14516,14590",0.85,0.07,0.03,0.05,0.0,0.69,4.64
11103,12205,0.88,0.06,0.05,0.0,0.01,0.79,4.77
11104,12186,0.75,0.19,0.05,0.0,0.0,0.71,4.67
11105,12077,0.83,0.14,0.03,0.0,0.0,0.8,4.78
11106,12206,0.74,0.17,0.06,0.03,0.0,0.63,4.56
11107,12208,0.77,0.15,0.06,0.01,0.0,0.69,4.65
11108,12209,0.77,0.17,0.05,0.01,0.0,0.7,4.66
11109,12303,0.83,0.05,0.07,0.03,0.01,0.66,4.6
11110,13856,0.76,0.13,0.01,0.04,0.06,0.52,4.39
11111,"12543,12575",0.78,0.14,0.04,0.02,0.02,0.64,4.57
11112,12222,0.78,0.13,0.08,0.01,0.0,0.69,4.64
11113,12207,0.72,0.2,0.07,0.01,0.0,0.64,4.58
11114,12189,0.77,0.13,0.07,0.02,0.01,0.63,4.55
11115,12158,0.79,0.19,0.02,0.0,0.0,0.78,4.76
11116,12047,0.86,0.1,0.02,0.01,0.02,0.77,4.74
11117,13343,0.76,0.12,0.01,0.02,0.09,0.49,4.34
11118,13473,0.72,0.07,0.02,0.03,0.17,0.31,3.95
11119,13367,0.8,0.09,0.02,0.03,0.06,0.56,4.46
11120,13665,0.77,0.13,0.03,0.05,0.02,0.59,4.51
11121,"13433,13312",0.67,0.16,0.01,0.03,0.14,0.34,4.02
11122,10533,0.8,0.14,0.02,0.02,0.03,0.66,4.6
11123,10958,0.76,0.19,0.04,0.0,0.01,0.7,4.65
11124,10973,0.79,0.17,0.02,0.0,0.01,0.74,4.71
11125,12771,0.74,0.17,0.06,0.0,0.03,0.62,4.55
11126,14103,0.74,0.16,0.07,0.03,0.0,0.62,4.54
11127,14411,0.65,0.22,0.08,0.05,0.0,0.52,4.39
11128,12572,0.84,0.14,0.01,0.01,0.0,0.8,4.78
11129,12196,0.81,0.15,0.04,0.0,0.0,0.76,4.74
11130,"12153,12018",0.78,0.12,0.09,0.0,0.01,0.66,4.6
11131,12106,0.84,0.13,0.03,0.0,0.0,0.81,4.8
11132,12578,0.83,0.09,0.08,0.0,0.0,0.74,4.71
11133,12533,0.89,0.09,0.01,0.01,0.01,0.83,4.82
11134,14865,0.6,0.29,0.08,0.01,0.01,0.51,4.38
11135,"14891,14878",0.66,0.27,0.06,0.01,0.01,0.6,4.51
11136,14841,0.75,0.17,0.06,0.0,0.01,0.67,4.62
11137,13155,0.79,0.17,0.01,0.04,0.0,0.7,4.65
11138,13830,0.76,0.15,0.02,0.05,0.02,0.58,4.49
11139,13069,0.75,0.1,0.15,0.0,0.0,0.6,4.51
11140,14210,0.63,0.2,0.07,0.09,0.02,0.41,4.19
11141,14085,0.79,0.16,0.02,0.01,0.02,0.7,4.66
11142,14032,0.74,0.22,0.04,0.0,0.0,0.72,4.68
11143,14435,0.8,0.11,0.01,0.07,0.02,0.59,4.51
11144,14214,0.65,0.25,0.06,0.01,0.02,0.55,4.44
11145,"13639,13635",0.71,0.18,0.05,0.05,0.01,0.56,4.45
11146,14215,0.7,0.21,0.01,0.03,0.04,0.54,4.42
11147,13662,0.69,0.13,0.13,0.01,0.04,0.48,4.31
11148,13815,0.74,0.19,0.0,0.05,0.02,0.59,4.5
11149,13730,0.64,0.14,0.03,0.03,0.17,0.26,3.83
11150,13676,0.68,0.16,0.11,0.01,0.03,0.49,4.33
11151,13101,0.82,0.11,0.01,0.06,0.0,0.68,4.62
11152,14481,0.85,0.11,0.0,0.03,0.01,0.75,4.72
11153,12928,0.67,0.15,0.05,0.03,0.11,0.36,4.08
11154,"12950,12993",0.75,0.12,0.05,0.05,0.03,0.52,4.38
11155,14487,0.87,0.12,0.01,0.0,0.0,0.86,4.85
11156,14437,0.74,0.09,0.01,0.11,0.04,0.43,4.22
